name1,name2,score,false_positive
ALTIS HUMAN RESOURCES OTTAWA EXCELHUMAN RESOURCES IN JOINT VENTURE,ALTIS PROFESSIONAL RECRUITMENT EXCEL HUMAN RESOURCES,0.999989,0
ALTIS PROFESSIONAL RECRUITMENT EXCEL HUMAN RESOURCES,ALTIS VANCOUVER,0.999988,0
ALTIS PROFESSIONAL RECRUITMENT EXCEL HUMAN RESOURCES,EXCEL,0.999982,0
ALTIS PROFESSIONAL RECRUITMENT EXCEL HUMAN RESOURCES,TELUS COLLABORATION SERVICES,0.545125,1
DISCOVERY AIR DEFENCE SERVICE,DISCOVERY AIR TECHNICAL SERVICES,0.999986,0
VWR INTERNATIONAL,VWR INTERNATIONAL,0.999983,0
TELECOM,TELECOM COMPUTERS,0.999310,0
GLOBAL UPHOLSETERY,GLOBAL UPHOLSTERY RD,0.999989,0
ERNST YOUNG GLOBAL,GLOBAL UPHOLSETERY,0.875309,1
AIRPORT FORD LINCOLN,VICTORY FORD LINCOLN SALES,0.999983,0
AIRPORT FORD LINCOLN,FORD MOTOR COMPANY CANADA,0.999972,0
SNC LAVALIN PROFAC,SNCLAVALIN MONTREAL,0.999979,0
ZANZIBAR HOLDINGS,ZANZIBAR HOLDINGS,0.999987,0
IRVING OIL COMMERCIAL GP,PETROLES IRVING,0.999974,0
ERNST YOUNG BILL KESSELS,ERNST YOUNG MONTREAL,0.999912,0
ERNST YOUNG MONTREAL,ERNST YOUNG TTTTTTTT,0.999963,0
L3 AVIATION PRODUCTS,L3 COMMUNICATIONS,0.999973,0
WEST HORIZON CONTRACTING,WEST HORIZON CONTRACTING,0.999966,0
DALIAN ENTERPRISES CORADIX TECHNOLOGY CONSULTING IN JOINT VENTURE,DALIAN ENTERPRISES CORADIX TECHNOLOGY CONSULTING IN JOINT VENTURE TEAM DALIAN,0.999953,0
DALIAN ENTERPRISES CORADIX,DALIAN ENTERPRISES CORADIX TECHNOLOGY CONSULTING IN JOINT VENTURE TEAM DALIAN,0.999970,0
ISL ENGINEERING LAND SERVICES,ISL ENGINEERING LAND SERVICES,0.999948,0
ADVANCED CHIPPEWA TECH,ADVANCED CHIPPEWAS,0.999987,0
R J G CONSTRUCTION,RJG CONSTRUCTION,0.998614,0
SYSCO SERCA ATLANTIC,SYSCO SERCA SERVICES ATLANTIC,0.999973,0
SYSCO SERCA SERVICES ATLANTIC,SYSCO SERTA,0.999945,0
SYSCO OTTAWA,SYSCO SERCA SERVICES ATLANTIC,0.999929,0
SYSCO FOOD SERVICES TORONTO,SYSCO SERCA SERVICES ATLANTIC,0.999973,0
R A MALATEST ASSOCIATES,RA MALATEST ASSOCIATES,0.999984,0
SAMSON ASSOCIATES CPA CONSULTING SERVICES,SAMSON ASSOCIES,0.999976,0
ROGERS ATT,SAMSON ASSOCIES,0.991294,1
CANADIAN CORPS COMISSIONAIRES,CANADIAN CORPS COMMISSIONIARES,0.999981,0
CANADIAN CORPS COMISSIONAIRES,COMMISSIONAIRE NOVA SCOTIA,0.999974,0
CANADIAN CORPS COMISSIONAIRES,COMMISSIONAIRES,0.999979,0
CANADIAN CORPS COMISSIONAIRES,CANADIAN CORPS COMMISSIONAIRES NORTHERN ALBERTA DIVISION,0.999983,0
CANADIAN CORPS COMISSIONAIRES,COMMISSIONAIRES OTTAWA COLONADE,0.999974,0
CANADIAN CORPS COMISSIONAIRES,COMMISSIONAIRES KINGSTON,0.999980,0
CANADIAN CORPS COMISSIONAIRES,HEWLETT PACKARD CANADA,0.969886,1
IMPERIAL OIL,IMPERIAL OIL,0.999982,0
IMPERIAL OIL,INPERIAL OIL,0.999969,0
IMPERIAL OIL,WORL FUEL SERVICES TRADING,0.999713,1
IMPERIAL OIL,WORLDD FUEL SERVICES CANADA,0.862067,1
IMPERIAL OIL,TECHSOL MARINE,0.700399,1
BAYSHORE HEALTHCARE,BAYSHORE HEALTHCARE,0.999987,0
RAYTHEON COMPANY,RAYTHEON SYSTEMS COMPANY,0.999983,0
KONICA MINOLTA BUSINESS,KONICA MINOLTA BUSINESS SOLUTIONS CANADA,0.999989,0
COMMISSIONAIRES,COMMISSIONAIRES KINGSTON,0.999985,0
COMMISSIONAIRES,COMMISSIONAIRES OTTAWA COLONADE,0.999986,0
COMMISSIONAIRE NOVA SCOTIA,COMMISSIONAIRES,0.999985,0
CANADIAN CORPS COMMISSIONIARES,COMMISSIONAIRES,0.999982,0
COMMISSIONAIRES,WORL FUEL SERVICES TRADING,0.997533,1
UNISOURCE TECH,UNISOURCE TECHNOLOGY UTI,0.999987,0
ALTIS HUMAN RESSOUCES,ALTIS PROFESSIONAL RECRUITMENT,0.999988,0
ALTIS HUMAN RESSOUCES,ALTIS VANCOUVER,0.999988,0
ALTIS HUMAN RESOURCES VANCOUVER I,ALTIS HUMAN RESSOUCES,0.999989,0
ALTIS HUMAN RESSOUCES,TELUS COLLABORATION SERVICES,0.695113,1
ALTIS HUMAN RESOURCES OTTAWA EXCELHUMAN RESOURCES IN JOINT VENTURE,ALTIS HUMAN RESSOUCES,0.999989,0
ALTIS HUMAN RESSOUCES,EXCEL,0.999985,0
BROADCOM,VALCOM CONSULTING GROUP,0.549616,1
MCELHANNEY CONSULTING SERVICES APRIL 20 2016,MCELHANNEY EDMONTON,0.999987,0
DELL CANADA RESELLER NISHA TECHNOLOGIES,NISHA TECHNOLOGIES,0.999986,0
PARKLAND OA COLUMBIA FUELS,UNIVERSITY BRITISH COLUMBIA,0.875564,1
PARKLAND OA COLUMBIA FUELS,UNIVERSITY BRITISH COLUMBIA OKANAGAN,0.993476,1
SAAB BOFORS DYNAMICS SWITZERLAND,SAAB MICROWAVE CANADA,0.999974,0
ACTUATE,GENERAL DYNAMICS C4SYSTEMS,0.570078,1
ALTIS HUMAN RESOURCES VANCOUVER I,ALTIS VANCOUVER,0.999988,0
ALTIS PROFESSIONAL RECRUITMENT,ALTIS VANCOUVER,0.999988,0
IBI GROUP ARCHITECTS CANADA MORIYAMA TESHIMA ARCHITECTS IN JOINT VENTURE,IBI GROUP PROFESSIONAL SERVICES,0.739885,1
IBI GROUP ARCHITECTS CANADA MORIYAMA TESHIMA ARCHITECTS IN JOINT VENTURE,IBI GROUP PROFESSIONAL SERVICES CANADA,0.849888,1
PWC CONSULTING,PWC MANAGEMENT SERVICES,0.999974,0
CANADIAN CORPS COMMISSIONAIRES NORTHERN ALBERTA DIVISION,CANADIAN CORPS COMMISSIONIARES,0.999982,0
CANADIAN CORPS COMMISSIONAIRES NORTHERN ALBERTA DIVISION,COMMISSIONAIRE NOVA SCOTIA,0.999983,0
CANADIAN CORPS COMMISSIONAIRES NORTHERN ALBERTA DIVISION,COMMISSIONAIRES OTTAWA COLONADE,0.999984,0
CANADIAN CORPS COMMISSIONAIRES NORTHERN ALBERTA DIVISION,COMMISSIONAIRES KINGSTON,0.999982,0
CANADIAN CORPS COMMISSIONAIRES NORTHERN ALBERTA DIVISION,COMMISSIONAIRES,0.999983,0
CANSEL,CANSEL SURVEY EQUIPMENT,0.999961,0
UNIVERSITY BRITISH COLUMBIA,UNIVERSITY BRITISH COLUMBIA UBC AVIAN RESEARCH CENTRE,0.999975,0
UNIVERSITY BRITISH COLUMBIA OKANAGAN,UNIVERSITY BRITISH COLUMBIA UBC AVIAN RESEARCH CENTRE,0.999976,0
INDUSTRA CONSTRUCTION,KENT BUILDING SUPPLIES,0.721716,1
HEWLETT PACKARD CANADA,KENT BUILDING SUPPLIES,0.985496,1
BARON SUPPLIES,KENT BUILDING SUPPLIES,0.898509,1
COMBAT NETWORKS,KENT BUILDING SUPPLIES,0.743502,1
WORL FUEL SERVICES TRADING,WORLDD FUEL SERVICES CANADA,0.999952,0
TECHSOL MARINE,WORL FUEL SERVICES TRADING,0.558155,1
INPERIAL OIL,WORL FUEL SERVICES TRADING,0.971382,1
LUMINA IT,WORL FUEL SERVICES TRADING,0.790177,1
KENT,WORL FUEL SERVICES TRADING,0.734048,1
LUMINAIT,WORL FUEL SERVICES TRADING,0.739999,1
COMMISSIONAIRES KINGSTON,WORL FUEL SERVICES TRADING,0.996601,1
ABBOTT LABORATORIES,ABBOTT LABORATORIES,0.999987,0
A DIVISION JD IRVING,IRVING EQUIPMENT,0.999717,0
CHANDLER DIV JD IRVING,IRVING EQUIPMENT,0.999609,0
IRVING EQUIPMENT,KENT,0.500722,0
TOROMONT ARCTIC,TOROMONT CAT POWER SYSTEMS,0.999983,0
TOROMONT CAT POWER SYSTEMS,TOROMONT MATERIAL HANDLING,0.999983,0
GRAHAM CONSTRUCTION,GRAHAM CONSTRUCTION REGINA,0.999939,0
GRAHAM CONSTRUCTION ENGINEERING,GRAHAM CONSTRUCTION REGINA,0.998950,0
CBCI TELECOMCOM,CBCI TELECOMSOLOTECH,0.999984,0
CBCI TELECOM A SOLOTECH COMPANY,CBCI TELECOMCOM,0.999980,0
CBCI SOLOTECH,CBCI TELECOMCOM,0.999978,0
DAIMLER MERCEDESBENZ VERTRIEB DEUTSCHLAND,LUMINA IT CBZ JOINT VENTURE,0.694220,1
AMTEK ENGINEERING,AMTEK ENGINEERING SERVICES LD,0.999985,0
ATKINSREALIS FORMERLY SNCLAVALIN,SNCLAVALIN MONTREAL,0.999981,0
ATKINSREALIS FORMERLY SNCLAVALIN,SNC LAVALIN,0.999804,0
ATKINSREALIS FORMERLY SNCLAVALIN,SNC LAVALIN PROFAC,0.999778,0
LOGISTIK UNICORP,UNISOURCE TECH,0.541195,1
TOROMONT ARCTIC,TOROMONT MATERIAL HANDLING,0.999984,0
L3 COMMUNICATIONS,L3 MAPPS,0.999981,0
L3 AVIATION PRODUCTS,L3 MAPPS,0.999973,0
PRICEWATERHOUSE COOPERS,PRICEWATERHOUSECOOPERS OWEN TAYLOR,0.999983,0
PRICE WATERHOUSE COOPER,PRICEWATERHOUSECOOPERS OWEN TAYLOR,0.999969,0
BELL CANADA TELEPHONE,BELL TELEPHONE COMPANY CANADA OR BELL CANADA COMPAGNIE TE,0.999976,0
DAIMLER MERCEDESBENZ VERTRIEB DEUTSCHLAND,HEWLETT PACKARD CANADA,0.945911,1
DAIMLER MERCEDESBENZ VERTRIEB DEUTSCHLAND,WORLS FUELS,0.561575,1
DAIMLER MERCEDESBENZ VERTRIEB DEUTSCHLAND,WORLD FUEL SERVICE,0.792177,1
DAIMLER MERCEDESBENZ VERTRIEB DEUTSCHLAND,WORLD FUEL SERVICES,0.817580,1
DAIMLER MERCEDESBENZ VERTRIEB DEUTSCHLAND,WORLDD FUEL SERVICES CANADA,0.631122,1
ARAMARK CANADA,ARAMARK CANADA,0.999987,0
COMPASS CANADA SUPPORT SERVICES,COMPASS GROUP CANADA,0.999982,0
EMERIONCOFOMO IN JOINT VENTURE,LUMINA IT,0.999974,0
COFOMO,EMERIONCOFOMO IN JOINT VENTURE,0.999966,0
COMMISSIONAIRES SECURITY SOLUTIONS,PALADIN SECURITY SYSTEMS,0.769299,1
COMBAT NETWORKS,PALADIN SECURITY SYSTEMS,0.622949,1
SIRVA CANADA,SIRVA CANADA,0.999847,0
GLOBAL UPHOLSTERY RD,WORLDD FUEL SERVICES CANADA,0.955117,1
GFL ENVIROMENTAL,GFL INVIRONMENTAL,0.999985,0
MICROSOFT,MICROSOFT CANADA,0.999976,0
MICROSOFT CANADA,MICROSOFT CANADA,0.999980,0
STEVE MARSHALL FORD LINCOLN,VICTORY FORD LINCOLN SALES,0.999926,0
FORD MOTOR CANADA,STEVE MARSHALL FORD LINCOLN,0.999708,0
FORD MOTOR COMPANY CANADA,STEVE MARSHALL FORD LINCOLN,0.999848,0
AIRPORT FORD LINCOLN,STEVE MARSHALL FORD LINCOLN,0.999961,0
TETRA TECH,TETRA TECH QB,0.999987,0
KPMG,KPMG VICTORIA,0.999977,0
ITNETOTTAWA KPMG IN JOINT VENTURE,KPMG VICTORIA,0.999921,0
A DIVISION JD IRVING,CHANDLER DIV JD IRVING,0.999839,0
TECKNION,TEKNION FURNITURES SYS,0.999984,0
ARCHITECTURE49,SMITH CARTER ARCHITECTS WINNIPEG,0.718386,0
CBCI SOLOTECH,SOLOTECH,0.999984,0
CBCI TELECOM A SOLOTECH COMPANY,SOLOTECH,0.999983,0
ANIXTER CANADA,ANIXTER CANADA,0.999981,0
ALTIS HUMAN RESOURCES,TELUS COLLABORATION SERVICES,0.764500,1
FORD MOTOR CANADA,VICTORY FORD LINCOLN SALES,0.999935,0
FORD MOTOR COMPANY CANADA,VICTORY FORD LINCOLN SALES,0.999953,0
PRICE WATERHOUSE COOPER,PRICEWATERHOUSE COOPERS,0.999988,0
NORR,NORR ARCHITECTS ENGINEERS,0.999919,0
HARNOIS,HARNOIS ENERGIE,0.999979,0
DALIAN ENTERPRISES CORADIX,DALIAN ENTERPRISES CORADIX TECHNOLOGY CONSULTING IN JOINT VENTURE,0.999976,0
DELL CANADA RESELLER NISHA TECHNOLOGIES,DELL COMPUTER,0.904573,1
DELL CANADA RESELLER NISHA TECHNOLOGIES,NISH TECHNOLOGIE,0.947486,0
CANADIAN CORPS COMMISSIONIARES,COMMISSIONAIRES OTTAWA COLONADE,0.999982,0
COMMISSIONAIRE NOVA SCOTIA,COMMISSIONAIRES OTTAWA COLONADE,0.999985,0
COMMISSIONAIRES KINGSTON,COMMISSIONAIRES OTTAWA COLONADE,0.999986,0
ERNST YOUNG BILL KESSELS,ERNST YOUNG TTTTTTTT,0.998946,0
GRAHAM CONSTRUCTION,GRAHAM CONSTRUCTION ENGINEERING,0.999948,0
ALTIS HUMAN RESOURCES VANCOUVER I,ALTIS PROFESSIONAL RECRUITMENT,0.999988,0
ALTIS HUMAN RESOURCES OTTAWA EXCELHUMAN RESOURCES IN JOINT VENTURE,ALTIS HUMAN RESOURCES VANCOUVER I,0.999989,0
CBCI TELECOM A SOLOTECH COMPANY,CBCI TELECOMSOLOTECH,0.999983,0
CBCI SOLOTECH,CBCI TELECOM A SOLOTECH COMPANY,0.999985,0
PROMAXIS SYSTEMS,PROMAXIX SYSTEMS,0.999983,0
CORD MOTOR COMPANY CANADA,FORD MOTOR CANADA,0.999175,0
NORTHROP GRUMMAN CANADA 2004,NORTHROP GRUMMAN CANADA 2004,0.999947,0
ASSOCIATED ENGINEERING BC,ASSOCIATED ENGINEERING BC APRIL 616,0.999983,0
ASSOCIATED ENGINEERING BC APRIL 616,ASSOCIATED ENGINEERING SASK,0.999980,0
SIERRA SYSTEMS GROUP,SIERRA SYSTEMS GROUP,0.999986,0
BLACK MCDONALD,BLACK MCDONALD,0.999985,0
BLACK MACDONALD,BLACK MCDONALD,0.999981,0
BLACK MCDONALD,MCDONNELL DOUGLAS,0.998355,1
BLACK MCDONALD,CARLETON UNIVERSITY,0.999267,1
GE CANADA,GENERAL ELECTRIC CANADA,0.618888,0
ECLIPSYS SOLUTIONS,ECLIPSYS SOLUTIONS,0.999982,0
ECLIPSYS SOLUTIONS,HEWLETT PACKARD CANADA,0.893129,1
COMPUCOM CANADA,COMPUCON COM,0.821151,0
ADRM TECH,ADRM TECHNOLOGY CONSULTING GROUP ANTIAN PROFESSIONAL SERVICES,0.999984,0
COMBAT NETWORKS,KENT,0.569297,1
COMBAT NETWORKS,CORCAN,0.835722,1
ERNST YOUNG BILL KESSELS,ERNST YOUNG GLOBAL,0.999438,0
SYSCO OTTAWA,SYSCO SERCA ATLANTIC,0.999945,0
SYSCO FOOD SERVICES TORONTO,SYSCO OTTAWA,0.999985,0
SYSCO OTTAWA,SYSCO SERTA,0.999978,0
INSTITUTE CANADA,INSTITUTE CANADA,0.999959,0
CBCI SOLOTECH,CBCI TELECOMSOLOTECH,0.999982,0
IBM CANADA,IBM CANADA,0.999983,0
ALTIS HUMAN RESOURCES OTTAWA EXCELHUMAN RESOURCES IN JOINT VENTURE,ALTIS PROFESSIONAL RECRUITMENT,0.999988,0
ALTIS HUMAN RESOURCES OTTAWA EXCELHUMAN RESOURCES IN JOINT VENTURE,ALTIS PROFESSIONAL SERVICES,0.999987,0
ALTIS HUMAN RESOURCES OTTAWA EXCELHUMAN RESOURCES IN JOINT VENTURE,ALTIS VANCOUVER,0.999984,0
UNIVERSITY BRITISH COLUMBIA,UNIVERSITY BRITISH COLUMBIA,0.999927,0
UNIVERSITY BRITISH COLUMBIA,UNIVERSITY BRITISH COLUMBIA OKANAGAN,0.999978,0
HEWLETT PACKARD CANADA,HOFFMANN ROCHE,0.901341,1
CANADIAN CORPS COMMISSIONIARES,COMMISSIONAIRE NOVA SCOTIA,0.999981,0
COMMISSIONAIRE NOVA SCOTIA,COMMISSIONAIRES KINGSTON,0.999985,0
ITNET OTTAWA,ITNETOTTAWA KPMG IN JOINT VENTURE,0.999882,0
ITNETOTTAWA KPMG IN JOINT VENTURE,KPMG,0.999941,0
IT NET,ITNETOTTAWA KPMG IN JOINT VENTURE,0.999952,0
CANADIAN CORPS COMMISSIONIARES,COMMISSIONAIRES KINGSTON,0.999981,0
COMMISSIONAIRES KINGSTON,SI SYSTEMS,0.593908,1
SIMEX DEFENCE,TES CONTRACT SERVICES,0.690924,1
SYSCO SERCA ATLANTIC,SYSCO SERTA,0.999945,0
SYSCO FOOD SERVICES TORONTO,SYSCO SERCA ATLANTIC,0.999967,0
SIMEX DEFENCE,WORLS FUELS,0.536658,1
STRATEGIC NATURAL RESOURCE CONSULTA,STRATEGIC NATURAL RESOURCE CONSULTANTS KFC CFC,0.999989,0
ENGLOBE,ENGLOBE,0.999987,0
COMPUTACENTER CANADA 445245,COMPUTACENTER TERAMACH,0.999917,0
ROGERS WIRELESS,SKYLINK AVIATION,0.927608,1
CANADIAN CORPS COMMISSIONIARES,HEWLETT PACKARD CANADA,0.941660,1
THERMO ELECTRON CALGARY,THERMO FISHER SCIENTIFIC MISSISSAUG,0.999987,0
HEWLETT PACKARD CANADA,THERMO FISHER SCIENTIFIC MISSISSAUG,0.975781,1
POMERLEAU BESSAC INFRASTRUCTURE,POMERLEAU TORONTO,0.999975,0
ERNST YOUNG GLOBAL,GLOBAL UPHOLSTERY RD,0.961452,1
GLOBAL UPHOLSTERY RD,HEWLETT PACKARD CANADA,0.852367,1
INPERIAL OIL,TECHSOL MARINE,0.999897,1
INPERIAL OIL,PETROLES IRVING,0.606341,1
ASSOCIATED ENGINEERING BC,ASSOCIATED ENGINEERING SASK,0.999982,0
PWC MANAGEMENT SERVICES,ROGERS WIRELESS,0.542742,1
HEWLETT PACKARD CANADA,IMPERIAL OIL,0.976962,1
POMERLEAU,POMERLEAU TORONTO,0.999981,0
SYSCO FOOD SERVICES TORONTO,SYSCO SERTA,0.999979,0
